"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","DX32","DX70","DX90","EMNT","EMXT","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-05",,"6","0","23","0","45","76","0.04",,"61.4","71.3","51.5"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-06",,"160","0","30","4","54","97","0.00",,"69.9","81.7","58.1"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-07",,"507","0","31","14","57","96","0.03",,"76.2","90.3","62.1"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-08",,"850","0","31","18","57","101","0.00",,"76.1","90.3","61.9"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-09",,"1128","0","30","11","52","113","0.00",,"74.1","88.4","59.8"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-10",,"1286","0","30","12","43","99","0.00",,"69.1","84.8","53.3"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-11",,"1286","0","22","0","36","83","0.06",,"57.5","73.7","41.3"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2024-12",,"1286","0","18","0","35","87","0.05",,"56.3","71.9","40.7"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-01",,"0","0","18","0","34","85","0.93",,"53.9","69.5","38.3"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-02",,"6","0","16","1","36","90","3.44",,"57.7","71.5","43.9"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-03",,"12","0","12","1","37","92","2.67",,"55.6","67.8","43.4"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-04",,"24","0","15","0","40","86","0.27",,"59.3","70.9","47.6"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-05",,"106","0","24","4","49","101","0.15",,"64.8","75.6","53.9"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-06",,"232","0","30","4","52","93","0.01",,"69.0","81.1","56.9"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-07",,"424","0","31","3","56","92","0.00",,"71.2","83.5","58.8"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-08",,"772","0","31","15","57","103","0.00",,"76.2","90.1","62.3"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-09",,"1069","0","30","14","57","98","0.14",,"74.9","87.8","62.0"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-10",,"1140","0","30","4","43","98","2.60",,"66.3","81.0","51.5"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-11",,"1176","0","22","2","39","97","6.32",,"61.5","75.1","47.9"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2025-12",,"1181","0","24","0","36","88","5.29",,"58.6","74.3","43.0"
"USC00041194","BURBANK VALLEY PUMP PLANT, CA US","34.1866","-118.348","199.6","2026-01",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-01",,,,,,,,"2.67",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-02",,,,,,,,"0.10",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-03",,,,,,,,"1.31",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-04",,,,,,,,"0.09",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-05",,,,,,,,"0.14",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-06",,,,,,,,"0.01",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-07",,,,,,,,"0.11",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-08",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-09",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-10",,,,,,,,"1.34",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-11",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2021-12",,,,,,,,"11.60",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-01",,,,,,,,"0.15",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-02",,,,,,,,"0.05",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-03",,,,,,,,"2.44",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-04",,,,,,,,"0.53",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-05",,,,,,,,"0.14",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-06",,,,,,,,"0.10",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-07",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-08",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-09",,,,,,,,"0.17",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-10",,,,,,,,"0.36",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-11",,,,,,,,"3.37",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2022-12",,,,,,,,"3.49",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-01",,,,,,,,"11.57",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-02",,,,,,,,"4.52",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-03",,,,,,,,"9.59",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-04",,,,,,,,"0.58",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-05",,,,,,,,"1.75",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-06",,,,,,,,"0.64",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-07",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-08",,,,,,,,"0.10",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-09",,,,,,,,"0.09",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-10",,,,,,,,"0.25",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-11",,,,,,,,"0.89",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2023-12",,,,,,,,"2.17",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-01",,,,,,,,"1.91",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-02",,,,,,,,"14.19",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-03",,,,,,,,"5.06",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-04",,,,,,,,"0.63",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-05",,,,,,,,"0.30",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-06",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-07",,,,,,,,"0.01",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-08",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-09",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-10",,,,,,,,"0.01",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-11",,,,,,,,"0.16",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2024-12",,,,,,,,"0.04",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-01",,,,,,,,"0.38",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-02",,,,,,,,"7.05",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-03",,,,,,,,"2.92",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-04",,,,,,,,"0.57",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-05",,,,,,,,"0.20",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-06",,,,,,,,"0.04",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-07",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-08",,,,,,,,"0.00",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-09",,,,,,,,"0.13",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-10",,,,,,,,"1.61",,,,
"USC00040144","ALTADENA, CA US","34.18211","-118.13827","343.5","2025-11",,,,,,,,"7.99",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-06",,,,,,,,"0.02","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-07",,,,,,,,"0.00","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-08",,,,,,,,"3.88","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-09",,,,,,,,"0.15","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-10",,,,,,,,"0.07","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-11",,,,,,,,"0.48","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2023-12",,,,,,,,"4.22",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-01",,,,,,,,"1.75",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-02",,,,,,,,"13.06",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-04",,,,,,,,"1.03","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-08",,,,,,,,"0.00","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-11",,,,,,,,"0.24","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2024-12",,,,,,,,"0.06","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-01",,,,,,,,"1.38","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-02",,,,,,,,"3.58",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-04",,,,,,,,"0.36","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-05",,,,,,,,"0.04","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-06",,,,,,,,"0.04",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-08",,,,,,,,"0.00","0.0",,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-09",,,,,,,,"0.16",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-10",,,,,,,,"1.75",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-11",,,,,,,,"6.73",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2025-12",,,,,,,,"7.53",,,,
"US1CALA0132","CHATSWORTH 0.7 SE, CA US","34.242179","-118.607942","276.1","2026-01",,,,,,,,"2.53",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-01",,,,,,,,"2.20",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-02",,,,,,,,"0.16","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-03",,,,,,,,"2.12",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-04",,,,,,,,"0.07","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-05",,,,,,,,"0.06","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-06",,,,,,,,"0.02","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-07",,,,,,,,"0.03","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-08",,,,,,,,"0.02","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-09",,,,,,,,"0.02","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-10",,,,,,,,"0.63",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-11",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2021-12",,,,,,,,"6.41",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-01",,,,,,,,"0.01","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-02",,,,,,,,"0.47","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-03",,,,,,,,"1.22","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-05",,,,,,,,"0.01","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-06",,,,,,,,"0.06","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-07",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-08",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-09",,,,,,,,"0.29","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-10",,,,,,,,"0.65","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-11",,,,,,,,"1.85","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2022-12",,,,,,,,"2.33",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-01",,,,,,,,"7.48",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-02",,,,,,,,"4.04",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-03",,,,,,,,"6.97",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-04",,,,,,,,"0.05","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-05",,,,,,,,"0.91",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-06",,,,,,,,"0.17",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-07",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-08",,,,,,,,"2.80",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-09",,,,,,,,"0.06",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-10",,,,,,,,"0.27",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-11",,,,,,,,"0.58","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2023-12",,,,,,,,"1.51",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-01",,,,,,,,"2.46",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-02",,,,,,,,"8.90",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-03",,,,,,,,"3.04",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-04",,,,,,,,"1.23",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-05",,,,,,,,"0.22",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-06",,,,,,,,"0.02",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-07",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-08",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-09",,,,,,,,"0.05","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-10",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-11",,,,,,,,"0.07","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2024-12",,,,,,,,"0.02","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-01",,,,,,,,"0.78","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-02",,,,,,,,"3.46",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-03",,,,,,,,"2.23",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-04",,,,,,,,"0.46","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-05",,,,,,,,"0.10","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-06",,,,,,,,"0.02","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-07",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-08",,,,,,,,"0.00","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-09",,,,,,,,"0.13","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-10",,,,,,,,"1.85","0.0",,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-11",,,,,,,,"5.32",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2025-12",,,,,,,,"3.04",,,,
"US1CAOR0077","ORANGE 2.1 ESE, CA US","33.788592","-117.792437","117.3","2026-01",,,,,,,,"2.18",,,,
"US1CALA0133","DIAMOND BAR 2.0 SW, CA US","33.9767","-117.8357","223.4","2023-07",,,,,,,,"0.00","0.0",,,
"US1CALA0133","DIAMOND BAR 2.0 SW, CA US","33.9767","-117.8357","223.4","2023-08",,,,,,,,,"0.0",,,
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-01",,"56","0","15","1","39","91",,,"60.7","69.7","51.8"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-02",,"67","0","15","0","47","82",,,"60.5","70.4","50.6"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-03",,"89","0","11","1","39","90",,,"58.2","68.8","47.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-04",,"139","0","19","2","47","92",,,"63.1","73.8","52.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-05",,"173","0","26","1","48","91",,,"64.5","74.7","54.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-06",,"324","0","30","2","53","95",,,"70.0","82.7","57.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-07",,"619","0","30","10","57","93",,,"74.8","87.8","61.9"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-08",,"933","0","31","14","59","97",,,"75.1","87.7","62.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-09",,"1179","0","29","11","56","102",,,"73.1","85.8","60.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-10",,"1330","0","26","7","50","96",,,"68.3","78.6","58.1"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-11",,"1452","0","25","4","50","93",,,"67.5","77.5","57.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2021-12",,"1452","0","3","0","40","79",,,"54.6","61.3","47.8"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-01",,"14","0","18","0","45","81",,,"60.9","68.8","53.0"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-02",,"94","0","16","0","41","88",,,"62.7","72.0","53.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-03",,"148","0","19","0","42","86",,,"62.5","72.5","52.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-04",,"207","0","20","3","47","97",,,"63.9","74.6","53.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-05",,"252","0","26","2","47","94",,,"64.6","75.1","54.2"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-06",,"464","0","30","8","56","95",,,"72.0","84.3","59.7"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-07",,"723","0","31","5","56","93",,,"73.4","86.1","60.6"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-08",,"1119","0","31","17","61","99",,,"77.8","90.3","65.2"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-09",,"1527","0","30","16","60","103",,,"78.6","90.0","67.2"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-10",,"1689","0","28","3","54","94",,,"70.0","79.3","60.8"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-11",,"1708","0","18","0","48","79",,,"62.1","70.8","53.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2022-12",,"1731","0","5","0","41","84",,,"57.7","64.5","51.0"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-01",,"0","0","2","0","42","71",,,"54.8","61.4","48.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-02",,"8","0","6","0","37","80",,,"55.1","63.0","47.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-03",,"9","0","3","0","41","76",,,"53.6","60.8","46.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-04",,"25","0","16","0","44","87",,,"60.3","70.1","50.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-05",,"52","0","21","0","46","83",,,"62.7","72.8","52.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-06",,"124","0","25","1","51","90",,,"66.6","78.5","54.7"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-07",,"512","0","31","23","54","103",,,"77.5","93.7","61.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-08",,"888","0","31","20","59","100",,,"77.1","91.0","63.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-09",,"1081","0","29","4","56","98",,,"71.4","81.6","61.2"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-10",,"1291","0","31","6","52","97",,,"71.6","82.8","60.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-11",,"1387","0","27","0","51","87",,,"67.0","76.4","57.5"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2023-12",,"1418","0","11","0","49","84",,,"62.5","70.5","54.4"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2024-01",,"22","0","9","0","44","81",,,"58.5","66.1","50.9"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2024-02",,"24","0","4","0","42","76",,,"56.1","63.0","49.1"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2024-03",,"24","0","8","0","45","77",,,"57.6","65.9","49.3"
"USR0000CWHH","WHITTIER HILLS CALIFORNIA, CA US","33.9839","-118.01","289.6","2024-04",,"34","0","15","0","41","80",,,"59.8","69.5","50.0"
